index,origi,name,is_slack,area,lat,lon,n_neighbors,nominal_voltage_kv
1757,77054,36061013600,0,3,40.772,-73.947,3,138
1758,77056,36061013800,0,3,40.774,-73.953,4,138
1759,77094,36061025100,0,3,40.839,-73.939,4,230
1760,77095,36061025100,0,3,40.839,-73.938,6,138
1761,77098,36061027700,0,3,40.854,-73.926,6,138
1762,77121,36065023400,0,9,43.099,-75.288,6,138
1763,77157,36067014400,0,4,43.095,-76.096,7,138
1764,77161,36067015400,0,4,43.077,-76.016,4,230
1765,77162,36067015400,0,4,43.077,-76.015,3,138
1766,77179,36071011900,0,1,41.379,-74.36,4,138
1767,77196,36075021401,0,2,43.403,-76.554,6,138
1768,77197,36075021601,0,2,43.457,-76.515,5,138
1769,77200,36075021605,0,4,43.465,-76.488,4,138
1770,77224,36081010300,0,3,40.78,-73.914,5,138
1771,77231,36081014300,0,3,40.765,-73.911,2,138
1772,77233,36081014700,0,3,40.762,-73.91,4,138
1773,77236,36081016300,0,3,40.755,-73.909,4,138
1774,77254,36081025500,0,3,40.749,-73.907,5,138
1775,77335,36081079900,0,3,40.746,-73.826,8,138
1776,77359,36083051500,0,6,42.632,-73.744,5,138
1777,77390,36085029102,0,3,40.608,-74.186,8,138
1778,77394,36087010101,0,1,41.262,-74.02,3,138
1779,77395,36087010102,0,1,41.222,-73.995,4,230
1780,77401,36087011102,0,1,41.099,-73.947,4,138
1781,77410,36087013003,0,1,41.061,-73.933,2,138
1782,77411,36087013100,0,1,41.093,-73.922,3,138
1783,77412,36087013402,0,1,41.02,-73.918,3,138
1784,77426,36093032101,0,6,42.815,-73.874,10,138
1785,77445,36103110600,0,7,40.903,-73.342,4,138
1786,77450,36103112206,0,7,40.779,-73.423,5,138
1787,77465,36103135209,0,7,40.816,-73.249,4,138
1788,77470,36103145701,0,7,40.812,-73.213,2,138
1789,77498,36105951100,0,1,41.699,-74.552,3,138
1790,77523,36113070500,0,6,43.31,-73.63,7,138
1791,77535,36119000201,0,11,40.919,-73.898,5,138
1792,77537,36119000300,0,11,40.931,-73.895,6,138
1793,77540,36119000802,0,11,40.956,-73.875,7,138
1794,77541,36119000900,0,11,40.973,-73.869,5,230
1795,77542,36119000900,0,11,40.973,-73.868,7,138
1796,77548,36119001900,0,11,40.964,-73.865,3,230
1797,77555,36119002600,0,11,40.895,-73.827,4,230
1798,77556,36119002600,0,11,40.895,-73.826,6,138
1799,77583,36119010200,0,11,40.99,-73.87,2,138
1800,77590,36119011200,0,11,41.053,-73.813,3,138
1801,77593,36119011400,0,11,41.065,-73.853,3,138
1802,77626,PSEG Linden Generating Station,0,3,40.621,-74.206,1,345
1803,77627,PSEG Linden Generating Station,0,3,40.621,-74.205,1,230
1804,77635,Bergen Generating Station,0,0,40.837,-74.023,1,138
1805,77640,Linden Cogen Plant,0,3,40.631,-74.215,1,138
1806,78036,34017010800,0,3,40.658,-74.102,1,138
1807,78605,42015950900,0,0,41.756,-76.394,1,138
1808,78886,42049001100,0,0,42.103,-80.114,1,138
1809,78955,42069110600,0,0,41.554,-75.509,1,230
1810,95339,PJM Proxy,0,0,42.251,-79.764,1,345
1811,95340,Brentwood,0,0,40.781,-73.246,1,138
1812,95341,Bayswater Peaking Facility LLC,0,0,40.61,-73.761,1,138
1813,95342,Binghamton Cogen,0,0,42.107,-75.928,1,138
1814,100000,Empire Wind Farm 1,0,7,40.34319479,-73.9784616,1,138
1815,100001,Empire Wind Farm 2,0,7,40.29977794,-73.79749713,1,138
1816,100002,Sunrise Wind Farm,0,7,41.0783869,-71.67779232,1,138
1817,100003,Beacon Wind Farm,0,7,40.99444764,-70.99696633,1,138
1818,100004,South Fork Wind Farm,0,7,41.17679844,-71.77422986,1,138
