index,bus,origbus,origid,bus_type,fuel,unit_type,pmax,pmin,status,cost_startup,cost_shutdown,min_ut,min_dt,start_time,is_fs,ramping_mw_per_min,forced_outage_rate,in_contingency,reserve_qualification,dispatchable,pwlc_slope_0,pwlc_intercept_0,pwlc_slope_1,pwlc_intercept_1,pwlc_slope_2,pwlc_intercept_2,pwlc_y_0,pwlc_x_0,pwlc_y_1,pwlc_x_1,pwlc_y_2,pwlc_x_2,pwlc_y_3,pwlc_x_3
384,451,451,9,0,wind,WF (Wind Farm),46,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,640,640,9,0,wind,WF (Wind Farm),137.05,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,643,643,9,0,wind,WF (Wind Farm),30,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,669,669,2,0,wind,WF (Wind Farm),1.1,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,936,936,9,0,wind,WF (Wind Farm),11.55,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1006,1006,4,0,wind,WF (Wind Farm),3.3,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,1414,1414,4,0,wind,WF (Wind Farm),65,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,1416,1416,4,0,wind,WF (Wind Farm),71.55,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1483,1483,7,0,wind,WF (Wind Farm),0.1,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,1669,1669,5,0,wind,WF (Wind Farm),48.6,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,1810,1810,0,0,wind,WF (Wind Farm),0.275,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,1814,1814,1,0,wind,WF (Wind Farm),816,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,1815,1815,7,0,wind,WF (Wind Farm),1260,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,1816,1816,1,0,wind,WF (Wind Farm),924,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,1817,1817,7,0,wind,WF (Wind Farm),1230,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,1818,1818,7,0,wind,WF (Wind Farm),132,0,0,0,0,1,1,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
